ID	UNNAMED	ORP	ORF	ORT	PHM	PHT	IPA	TRA	CONCEPT	CSA	SRC	REF	COA	EML_(AUTEUR)	EMF_(AUTEUR)	EMT_(AUTEUR)	EML_(SAISIE)	EMF_(SAISIE)	EMT_(SAISIE)	CGR	DV	TOKENS	DOCULECT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT	COGIDS	STRUCTURE	PATTERNS
1415	677	0	0	uchima ~ ichima			utʃima	salir, salir de un lugar	leave from (intr)	OL: Also /itʃima/	9	223								V.		u + tʃ i m a	Kokama	7 1 7 4 7	XBYBZ	YTIMA	1	1.Y.V 1.T.C 1.I.V 1.M.C 1.A.V	1.5 1.75 1.3 1.75 0.8	0	1298	u + tʃ i m a	55 1298	c + c c c c	5-gen_u/u + 23-deaffric_i/tʃ 24-med_e>i/i 12-gen_m/m 1-gen_a/a
2769	1606	828	2	poíra			poíɾa	partir de	leave from (intr)	OL: Possibly /poʔíra/?	2	127	[suí]							intr.		p o í ɾ a	Tupinamba	1 7 7 5 7	AXYBZ	PUIRA	3	3.P.C 3.U.V 3.I.V 3.R.C 3.A.V	2.0 1.5 1.3 1.75 0.8	0	1299	p o í ɾ a	1299	c c c c c	0/n 0/n 0/n 0/n 0/n
2982	822	822	1	sema			sema	sair	leave from (intr)		2	144								intr.		s e m a	Tupinamba	3 7 4 7	AXBZ	SEMA	3	3.S.C 3.E.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	1	1298	s e m a	1298	c c c c	23-deaffric_i/tʃ 24-med_e>i/i 12-gen_m/m 1-gen_a/a
3094	823	0	0	tyryca ~ tyryryca			tɨɾɨɾɨka	ir de rastro, afastar-se, desviar-se	leave from, depart, leave on a trail	OL: Also /tɨɾɨka/	2	154								intr.		t ɨ ɾ ɨ ɾ ɨ k a	Tupinamba	1 7 5 7 5 7 1 7	AXBYBYBZ	TIRIRIKA	3	3.T.C 3.I.V 3.R.C 3.I.V 3.R.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1300	t ɨ ɾ ɨ ɾ ɨ k a	1300	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
851	617	0	0	iatsui			iatsui		left	OL: Is probably /jatsuj/ or similar.	4											i a ts u i	Kokama	7 7 2 7 7	XYBYZ	IACYI	1	1.I.V 1.A.V 1.C.C 1.Y.V 1.I.V	1.5 1.3 1.75 1.3 0.8	0	1301	i a ts u i	1301	c c c c c	0/n 0/n 0/n 0/n 0/n
1862	728	0	0	assu			asu	(mão) esquereda	left (hand)		2	36										a s u	Tupinamba	7 3 2007	XBZ	ASY	3	3.A.V 3.S.C 3.Y.V	1.5 1.75 0.8	0	1302	a s u	1302	c c c	0/n 0/n 0/n
2062	1429	85	1	cupy			kupɨ	perna	leg		2	49										k u p ɨ	Tupinamba	1 7 1 7	AXBZ	KYPI	3	3.K.C 3.Y.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	1	1304	k u p ɨ	1304	c c c c	0/n 0/n 0/n 0/n
2173	83	0	0	etymã ~ tymã			etɨmã	perna	leg	OL: Also /tɨmã/	2	60, 154								tymã irr.	etymã (t)	e t ɨ m ã	Tupinamba	7 1 7 4 7	XBYBZ	ETIMA	3	3.E.V 3.T.C 3.I.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	1303	e t ɨ m ã	2253	c c c c c	220-1/u 7-gen_t/t 9-gen_ɨ/ɨ 12-gen_m/m 26-nas_a/a
141	494	0	0		ɨpɨɾuta		ɨpɨɾuta	lend	lend													ɨ p ɨ ɾ u t a	Omagua	7 1 7 5 7 1 7	XBYBYBZ	IPIRYTA	2	2.I.V 2.P.C 2.I.V 2.R.C 2.Y.V 2.T.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1305	ɨ p ɨ ɾ u t a	1305	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2799	858	0	0	poru ucara			poɾu ukaɾa	emprestar	lend, let borrow		2	129								tr.		p o ɾ u _ u k a ɾ a	Tupinamba	1 7 5 7 9 7 1 7 5 7	AXBZ_XBYBZ	PURY_YKARA	3	3.P.C 3.U.V 3.R.C 3.Y.V 3._._ 3.Y.V 3.K.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	0	1306	p o ɾ u _ u k a ɾ a	1306 0	c c c c _ c c c c c	0/n 0/n 0/n 0/n + 0/n 0/n 0/n 0/n 0/n
2751	550	545	2	pó			pó	grossura, corpo	length, body of something long		2	126										p ó	Tupinamba	1 7	AX	PU	3	3.P.C 3.U.V	2.0 1.5	1	1307	p ó	1307	c c	0/n 0/n
2496	1541	999	5	mondó			mondó	deixar ir	let go		2	97										m o nd ó	Tupinamba	4 7 4 1 7	AXMBZ	MUNTU	3	3.M.C 3.U.V 3.N.c 3.T.C 3.U.V	2.0 1.5 1.1 1.75 0.8	1	1308	m o nd ó	1308	c c c c	0/n 0/n 0/n 0/n
2130	1009	0	0	emoemijara			emoʔemijaɾa	mentiroso	liar, person who lies		2	56									(t)	e m o ʔ e m i j a ɾ a	Tupinamba	7 4 7 1 7 4 7 6 7 5 7	XBYBYBYBYBZ	EMUHEMIJARA	3	3.E.V 3.M.C 3.U.V 3.H.C 3.E.V 3.M.C 3.I.V 3.J.C 3.A.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1309	e m o ʔ e m i j a ɾ a	1309	c c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2129	1449	1006	1	emoema			emoʔema	mentira	lie (n.)		2	56	[essé]								(t) (xe)	e m o ʔ e m a	Tupinamba	7 4 7 1 7 4 7	XBYBYBZ	EMUHEMA	3	3.E.V 3.M.C 3.U.V 3.H.C 3.E.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1310	e m o ʔ e m a	1310	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
643	524	0	0		yapaɾaɾi		japaɾaɾi	lie down	lie on a surface (intr)													j + a p a ɾ a ɾ i	Omagua	6 7 1 7 5 7 5 7	AXBYBYBZ	JAPARARI	2	2.J.C 2.A.V 2.P.C 2.A.V 2.R.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1313	j + a p a ɾ a ɾ i	212 781	c + c c c c c c c	8-gen_i/i + 1-gen_a/a 6-gen_p/p 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a 3-gen_ɾ/ɾ 21-fin_i_a/i
2260	927	0	0	jepyssó			jepɨsó	deitar-se	lie on a surface (intr)		1	74										j e p ɨ s ó	Tupinamba	6 7 1 7 3 7	AXBYBZ	JEPISU	3	3.J.C 3.E.V 3.P.C 3.I.V 3.S.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1312	j e p ɨ s ó	1312	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
2595	926	0	0	nhenonga			ɲenoŋa	deitar-se	lie on a surface (intr)		2	111										ɲ e n o ŋ a	Tupinamba	4 7 4 7 4 7	AXBYBZ	NENUNA	3	3.N.C 3.E.V 3.N.C 3.U.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1311	ɲ e n o ŋ a	1311	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
2270	928	0	0	jetuú			jetuʔú	deitar-se [animal]	lie on a surface (intr), only animals		2	78										j e t u ʔ ú	Tupinamba	6 7 1 7 1 7	AXBYBZ	JETYHY	3	3.J.C 3.E.V 3.T.C 3.Y.V 3.H.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1314	j e t u ʔ ú	1314	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
2	561	0	0		(w)iʃanika		wiʃanika	be deceitful, v. st.	lie to, deceive (trans)													w i ʃ a n i k a	Omagua	6 7 3 7 4 7 1 7	AXBYBYBZ	WISANIKA	2	2.W.C 2.I.V 2.S.C 2.A.V 2.N.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1316	w i ʃ a n i k a	1316	c c c c c c c c	17-b>w/w 8-gen_i/i 23-deaffric_i/tʃ 1-gen_a/a 18-gen_n/n 8-gen_i/i 4-gen_k/k 1-gen_a/a
87	560	0	0		iʃanika		iʃanika	be deceitful, v. st.	lie to, deceive (trans)													i ʃ a n i k a	Omagua	7 3 7 4 7 1 7	XBYBYBZ	ISANIKA	2	2.I.V 2.S.C 2.A.V 2.N.C 2.I.V 2.K.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1316	- i ʃ a n i k a	1316	c c c c c c c	17-b>w/w 8-gen_i/i 23-deaffric_i/tʃ 1-gen_a/a 18-gen_n/n 8-gen_i/i 4-gen_k/k 1-gen_a/a
291	559	0	0		mɨta		mɨta	v. tr.	lie to, deceive (trans)													m ɨ t a	Omagua	4 7 1 7	AXBZ	MITA	2	2.M.C 2.I.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	1317	m ɨ t a	1317	c c c c	12-gen_m/m 9-gen_ɨ/ɨ 7-gen_t/t 1-gen_a/a
945	831	0	0	ɨra			ɨɾa	mentir	lie to, deceive (trans)		9	79								V.		ɨ ɾ a	Kokama	7 5 2007	XBZ	IRA	1	1.I.V 1.R.C 1.A.V	1.5 1.75 0.8	0	1319	ɨ ɾ a	1319	c c c	0/n 0/n 0/n
1117	830	0	0	mɨta			mɨta	engañar, degfraudar	lie to, deceive (trans)		9	137								V.		m ɨ t a	Kokama	4 7 1 7	AXBZ	MITA	1	1.M.C 1.I.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	0	1317	m ɨ t a	1317	c c c c	12-gen_m/m 9-gen_ɨ/ɨ 7-gen_t/t 1-gen_a/a
2128	1006	1006	2	emoema			emoʔema	mentir a	lie to, deceive (trans)		2	56									(t)	e m o ʔ e m a	Tupinamba	7 4 7 1 7 4 7	XBYBYBZ	EMUHEMA	3	3.E.V 3.M.C 3.U.V 3.H.C 3.E.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	1	1318	e m o ʔ e m a	1318	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2264	1007	0	0	jereraguaia			jeɾeɾagʷaja	mentir	lie to, deceive (trans)		2	78									(xe)	j e ɾ e ɾ a gʷ a j a	Tupinamba	6 7 5 7 5 7 1 7 6 7	AXBYBYBYBZ	JERERAKAJA	3	3.J.C 3.E.V 3.R.C 3.E.V 3.R.C 3.A.V 3.K.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1315	j e ɾ e ɾ a gʷ a j a	1315	c c c c c c c c c c	15-gen_j/j 19-gen_e/e 3-gen_ɾ/ɾ 19-gen_e/e 3-gen_ɾ/ɾ 1-gen_a/a 38-gw>w/w 1-gen_a/a 15-gen_j/j 1-gen_a/a
2291	1008	0	0	juraraguia			juɾaɾaguja	mentir	lie to, deceive (trans)		2	80									(xe)	j u ɾ a ɾ a g u j a	Tupinamba	6 7 5 7 5 7 1 7 6 7	AXBYBYBYBZ	JYRARAKYJA	3	3.J.C 3.Y.V 3.R.C 3.A.V 3.R.C 3.A.V 3.K.C 3.Y.V 3.J.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1315	j u ɾ a ɾ a g u j a	1315	c c c c c c c c c c	15-gen_j/j 19-gen_e/e 3-gen_ɾ/ɾ 19-gen_e/e 3-gen_ɾ/ɾ 1-gen_a/a 38-gw>w/w 1-gen_a/a 15-gen_j/j 1-gen_a/a
2095	860	0	0	ecobé			ekoβé	vida	life		2	53	infin. de icobé								(t)	e k o β é	Tupinamba	7 1 7 3 7	XBYBZ	EKUBE	3	3.E.V 3.K.C 3.U.V 3.B.C 3.E.V	1.5 1.75 1.3 1.75 0.8	0	1320	e k o β é	1320	c c c c c	0/n 0/n 0/n 0/n 0/n
158	710	0	0		ɨwatita		ɨwatita	lift high up	lift (trans)													ɨ w a t i + t a	Omagua	7 6 7 1 7 1 7	XBYBYBZ	IWATITA	2	2.I.V 2.W.C 2.A.V 2.T.C 2.I.V 2.T.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1322	ɨ w a t i + t a	1322 435	c c c c c + c c	9-gen_ɨ/ɨ 17-b>w/w 1-gen_a/a 7-gen_t/t 8-gen_i/i + 7-gen_t/t 1-gen_a/a
457	709	0	0		supɪɾɪ		supɪɾɪ		lift (trans)													s u p ɪ ɾ ɪ	Omagua	3 7 1 7 5 7	AXBYBZ	SYPIRI	2	2.S.C 2.Y.V 2.P.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1321	s u p ɪ ɾ ɪ	1321	c c c c c c	11-deaffric/ts 5-gen_u/u 6-gen_p/p 49-11/i 3-gen_ɾ/ɾ 188-1/i
970	1029	0	0	ɨwati-ta			ɨwati-ta		lift (trans)	Keep: <tsupiɾika>	4											ɨ w a t i + t a	Kokama	7 6 7 1 7 9 1 7	XBYBZ_AX	IWATI_TA	1	1.I.V 1.W.C 1.A.V 1.T.C 1.I.V 1._._ 1.T.C 1.A.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	0	1322	ɨ w a t i + t a	1322 435	c c c c c + c c	9-gen_ɨ/ɨ 17-b>w/w 1-gen_a/a 7-gen_t/t 8-gen_i/i + 7-gen_t/t 1-gen_a/a
1382	1028	0	0	tsupirika			tsupiɾika	levantar, alzar. Poner algo en un lugar más alto que el que tenía	lift (trans)		9	220								V.		ts u p i ɾ i + k a	Kokama	2 7 1 7 5 7 1 7	AXBYBYBZ	CYPIRIKA	1	1.C.C 1.Y.V 1.P.C 1.I.V 1.R.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1321	ts u p i ɾ i + k a	1321 436	c c c c c c + c c	11-deaffric/ts 5-gen_u/u 6-gen_p/p 49-11/i 3-gen_ɾ/ɾ 188-1/i + 4-gen_k/k 1-gen_a/a
2527	1261	0	0	mopuama			mopuʔama	levantar, erguer, empinar	lift (trans)		2	100								tr.		m o p u ʔ a m a	Tupinamba	4 7 1 7 1 7 4 7	AXBYBYBZ	MUPYHAMA	3	3.M.C 3.U.V 3.P.C 3.Y.V 3.H.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1323	m o p u ʔ a m a	1323	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3132	1259	1259	1	upira			upiɾa	levantar, erguer	lift (trans)		2	157								tr.	(s)	s u p i ɾ a	Tupinamba	7 1 7 5 7	XBYBZ	YPIRA	3	3.Y.V 3.P.C 3.I.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 0.8	1	1321	s u p i ɾ a	1321	c c c c c c	11-deaffric/ts 5-gen_u/u 6-gen_p/p 49-11/i 3-gen_ɾ/ɾ 188-1/i
2441	1260	0	0	mogüyra			mogʷɨɾa	aliviar o pêso de, erguer [cousa pesada]	lift (trans) (something heavy)		2	93								tr.		m o gʷ ɨ ɾ a	Tupinamba	4 7 1 7 5 7	AXBYBZ	MUKIRA	3	3.M.C 3.U.V 3.K.C 3.I.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1324	m o gʷ ɨ ɾ a	1324	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1841	1369	475	3	ara			aɾa	luz	light		2	34										a ɾ a	Tupinamba	7 5 2007	XBZ	ARA	3	3.A.V 3.R.C 3.A.V	1.5 1.75 0.8	1	1325	a ɾ a	1325	c c c	0/n 0/n 0/n
428	628	0	0		sɪnɪta		sɪnɪta	encender	light (v.)													s ɪ n ɪ t a	Omagua	3 7 4 7 1 7	AXBYBZ	SINITA	2	2.S.C 2.I.V 2.N.C 2.I.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1327	s ɪ n ɪ t a	1327	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
2437	1112	0	0	moendy			moendɨ	acender, iluminar	light (v.)		2	93										m o e nd ɨ	Tupinamba	4 7 7 4 1 7	AXYMBZ	MUENTI	3	3.M.C 3.U.V 3.E.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.3 1.1 1.75 0.8	0	1326	m o e nd ɨ	1326	c c c c c	0/n 0/n 0/n 0/n 0/n
1344	921	0	0	tseneta			tseneta	encender, prender fuego	light (v.), start fire		9	213								V.		ts e n e t a	Kokama	2 7 4 7 1 7	AXBYBZ	CENETA	1	1.C.C 1.E.V 1.N.C 1.E.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1328	ts e n e t a	1328	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1924	1389	837	2	bebuia			βeβuja	ser leve	light (weight)		2	40								intr.		β e β u j a	Tupinamba	3 7 3 7 6 7	AXBYBZ	BEBYJA	3	3.B.C 3.E.V 3.B.C 3.Y.V 3.J.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	1329	β e β u j a	1329	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
2504	1111	1111	3	mondyca			mondɨka	acender, queimar	light fire (v.)		2	97										m o nd ɨ k a	Tupinamba	4 7 4 1 7 1 7	AXMBYBZ	MUNTIKA	3	3.M.C 3.U.V 3.N.c 3.T.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	1	1330	m o nd ɨ k a	1330	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1011	951	951	1	karɨtaka			kaɾɨtaka	cojear, trasladarse saltando o arrastrando un pie. Por ejemplo: cuando a alguien le falta un pie, o usando muletas	limp with one foot and drag the other		9	97	Este verbo puede ser reduplicado parcialmente como karɨkarɨtaka para indicar saltos repetidos de forma constante y sistemática.							V.		k a ɾ ɨ t a k a	Kokama	1 7 5 7 1 7 1 7	AXBYBYBZ	KARITAKA	1	1.K.C 1.A.V 1.R.C 1.I.V 1.T.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	1	1331	k a ɾ ɨ t a k a	1331	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3260	554	554	1	yssy			ɨsɨ	fila, fileira	line, row		2	166									(t)	ɨ s ɨ	Tupinamba	7 3 2007	XBZ	ISI	3	3.I.V 3.S.C 3.I.V	1.5 1.75 0.8	1	1332	ɨ s ɨ	1332	c c c	0/n 0/n 0/n
715	13	0	0		yuɾu sɨma		juɾu sɨma		lip													j u ɾ u _ s + ɨ m a	Omagua	6 7 5 7 9 3 7 4 7	AXBZ_AXBZ	JYRY_SIMA	2	2.J.C 2.Y.V 2.R.C 2.Y.V 2._._ 2.S.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	1333	j u ɾ u + s + - ɨ m a	1495 952 1934	c c c c _ c + c c c	15-gen_j/j 5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u + 23-deaffric_i/tʃ + 212-1/- 87-3/ɨ 25-mb>m/m 111-2/a
2109	20	20	3	embé			embé	beiço, beiços, lábios	lip, lips		2	55									(t)	t e mb é	Tupinamba	7 4 1 7	XMBZ	EMPE	3	3.E.V 3.M.c 3.P.C 3.E.V	1.5 1.1 1.75 0.8	1	1334	t e mb é	1934	c c c c	212-1/- 87-3/ɨ 25-mb>m/m 111-2/a
1607	14	0	0	yurutsɨma			juɾutsɨma	labios, contorno de la boca. Lit. orilla de la boca. También se les conoce como yuru más piruara que significa ‘piel de la boca’.	lips, lit. edge of the mouth		9	274								N.		j u ɾ u + ts + ɨ m a	Kokama	6 7 5 7 2 7 4 7	AXBYBYBZ	JYRYCIMA	1	1.J.C 1.Y.V 1.R.C 1.Y.V 1.C.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1335	j u ɾ u + ts + - ɨ m a	1495 952 1934	c c c c + c + c c c	15-gen_j/j 5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u + 23-deaffric_i/tʃ + 212-1/- 87-3/ɨ 25-mb>m/m 111-2/a
1606	1187	0	0	yurupiruara			juɾupiɾuaɾa	labios, contorno de la boca. Lit. yuru más piruara que significa ‘piel de la boca’.	lips, lit. skin of the mouth		9	274								N.		j u ɾ u p i ɾ u a ɾ a	Kokama	6 7 5 7 1 7 5 7 7 5 7	AXBYBYBYYBZ	JYRYPIRYARA	1	1.J.C 1.Y.V 1.R.C 1.Y.V 1.P.C 1.I.V 1.R.C 1.Y.V 1.A.V 1.R.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	1336	j u ɾ u p i ɾ u a ɾ a	1336	c c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
173	495	0	0		kakɨɾɨ		kakɨɾɨ		live (intr)													k a k ɨ ɾ ɨ	Omagua	1 7 1 7 5 7	AXBYBZ	KAKIRI	2	2.K.C 2.A.V 2.K.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1337	k a k ɨ ɾ ɨ	1337	c c c c c c	4-gen_k/k 1-gen_a/a 4-gen_k/k 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 9-gen_ɨ/ɨ
986	718	0	0	kakɨrɨ			kakɨɾɨ	vivir	live (intr)		9	89								V.		k a k ɨ ɾ ɨ	Kokama	1 7 1 7 5 7	AXBYBZ	KAKIRI	1	1.K.C 1.A.V 1.K.C 1.I.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1337	k a k ɨ ɾ ɨ	1337	c c c c c c	4-gen_k/k 1-gen_a/a 4-gen_k/k 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 9-gen_ɨ/ɨ
342	31	0	0		pɨa		pɨa		liver													p ɨ a	Omagua	1 7 2007	AXZ	PIA	2	2.P.C 2.I.V 2.A.V	2.0 1.5 0.8	0	1338	p ɨ - - a	1338	c c c	6-gen_p/p 9-gen_ɨ/ɨ 43-11/j 13-glott_loss/- 16-gen_a_tpn_stress/a
1179	39	0	0	pɨa ~ pɨya			pɨja	hígado	liver	OL: Also /pɨa/	9	160								N.		p ɨ j a	Kokama	1 7 6 7	AXBZ	PIJA	1	1.P.C 1.I.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	0	1338	p ɨ j - a	1338	c c c c	6-gen_p/p 9-gen_ɨ/ɨ 43-11/j 13-glott_loss/- 16-gen_a_tpn_stress/a
2986	161	0	0	senemby			senembɨ	vard. lagarto; papa-vento	lixard sp.		2	144										s e n e mb ɨ	Tupinamba	3 7 4 7 4 1 7	AXBYMBZ	SENEMPI	3	3.S.C 3.E.V 3.N.C 3.E.V 3.M.c 3.P.C 3.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	1339	s e n e mb ɨ	457	c c c c c c	11-deaffric/ts 19-gen_e/e 18-gen_n/n 19-gen_e/e 25-mb>m/m 104-ɨ>u_lab/u
2976	158	0	0	sarapopeba			saɾapopeβa	vard. lagarto	lizard sp.		2	143										s a ɾ a p o p e β a	Tupinamba	3 7 5 7 1 7 1 7 3 7	AXBYBYBYBZ	SARAPUPEBA	3	3.S.C 3.A.V 3.R.C 3.A.V 3.P.C 3.U.V 3.P.C 3.E.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1341	s a ɾ a p o p e β a	1341	c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
1719	156	0	0	ameressyma			ameɾesɨma	vard. lagartixa	lizard sp.		2	27										a m e ɾ e s ɨ m a	Tupinamba	7 4 7 5 7 3 7 4 7	XBYBYBYBZ	AMERESIMA	3	3.A.V 3.M.C 3.E.V 3.R.C 3.E.V 3.S.C 3.I.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1340	a m e ɾ e s ɨ m a	1340	c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
1584	158	0	0	yukuraru			jukuɾaɾu	iguano, Tupinambis teguixin	lizard sp.,  Tupinambis teguixin		9	270								N.		j u k u ɾ a ɾ u	Kokama	6 7 1 7 5 7 5 7	AXBYBYBZ	JYKYRARY	1	1.J.C 1.Y.V 1.K.C 1.Y.V 1.R.C 1.A.V 1.R.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1342	j u k u ɾ a ɾ u	1342	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3047	157	0	0	tejunhanha			tejuɲaɲa	vard. lagartixa	lizard, gecko sp.		2	128										t e j u ɲ a ɲ a	Tupinamba	1 7 6 7 4 7 4 7	AXBYBYBZ	TEJYNANA	3	3.T.C 3.E.V 3.J.C 3.Y.V 3.N.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1344	t e j u ɲ a ɲ a	1344	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3146	159	0	0	ururá			uɾuɾá	vard. lagarto dágua	lizard, gecko sp.		2	158										u ɾ u ɾ á	Tupinamba	7 5 7 5 7	XBYBZ	YRYRA	3	3.Y.V 3.R.C 3.Y.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	1343	u ɾ u ɾ á	1343	c c c c c	0/n 0/n 0/n 0/n 0/n
694	117	0	0		yukuɾuaɾu		jukuɾuaɾu	iguano, pintado, negro medio amarillento, más chico que camaleón	lizard, gecko, iguana													j u k u ɾ u a ɾ u	Omagua	6 7 1 7 5 7 7 5 7	AXBYBYYBZ	JYKYRYARY	2	2.J.C 2.Y.V 2.K.C 2.Y.V 2.R.C 2.Y.V 2.A.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	1345	j u k u ɾ u a ɾ u	1345	c c c c c c c c c	15-gen_j/j 5-gen_u/u 4-gen_k/k 5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u 1-gen_a/a 3-gen_ɾ/ɾ 5-gen_u/u
696	116	0	0		yukuɾuɾu		jukuɾuɾu	lagartijo	lizard, gecko, iguana													j u k u ɾ u ɾ u	Omagua	6 7 1 7 5 7 5 7	AXBYBYBZ	JYKYRYRY	2	2.J.C 2.Y.V 2.K.C 2.Y.V 2.R.C 2.Y.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1345	j u k u ɾ u - ɾ u	1345	c c c c c c c c	15-gen_j/j 5-gen_u/u 4-gen_k/k 5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u 1-gen_a/a 3-gen_ɾ/ɾ 5-gen_u/u
